21207,"ADMINISTRACION","STONER, JAMES.","658 S","",8
21208,"ADMINISTRACION","STONER, JAMES.","658 S","",16
21209,"FISICA VOL I","ALONSO, MARCELO.","530 A","",13
21210,"FISICA VOL I","ALONSO, MARCELO.","530 A","",3
21211,"FISICA VOL I","ALONSO, MARCELO.","530 A","",1
21212,"FISICA VOL I","ALONSO, MARCELO.","530 A","",14
21213,"FISICA VOL I","ALONSO, MARCELO.","530 A","",10
21214,"FISICA VOL II","ALONSO MARCELO","530 A","",2
21215,"FISICA VOL II","ALONSO MARCELO","530 A","",3
21216,"FISICA VOL II","ALONSO MARCELO","530 A","",4
21217,"FISICA VOL II","ALONSO MARCELO","530 A","",5
21218,"FISICA VOL II","ALONSO MARCELO","530 A","",3
21219,"MATEMATICAS FINANCIERAS","LINCOYAN, PORTUS","519 P","",12
21220,"MATEMATICAS FINANCIERAS","LINCOYAN, PORTUS","519 P","",17
21221,"MATEMATICAS FINANCIERAS","LINCOYAN, PORTUS","519 P","",6
21222,"PRINCIPIOS DE COMERCIO INTERNACIONAL","LEDESMA, CARLOS","330 L","",17
21223,"PRINCIPIOS DE COMERCIO INTERNACIONAL","LEDESMA, CARLOS","330 L","",1
21224,"ESTRUCTURA ECONOMICA INTERNACIONAL","TAMAMES, RAMON","330 T","",2
21225,"ESTRUCTURA ECONOMICA INTERNACIONAL","TAMAMES, RAMON","330 T","",5
21226,"ESTRUCTURA ECONOMICA INTERNACIONAL","TAMAMES, RAMON","330 T","",3
21227,"ESTRUCTURA ECONOMICA INTERNACIONAL","TAMAMES, RAMON","330 T","",3
21228,"ESTRUCTURA ECONOMICA INTERNACIONAL","TAMAMES, RAMON","330 T","",3
21229,"PROCESO DE INVESTIGACION, EL","SABINO, CARLOS","001 S","",33
21230,"PROCESO DE INVESTIGACION, EL","SABINO, CARLOS","001 S","",23
21231,"PROCESO DE INVESTIGACION, EL","SABINO, CARLOS","001 S","",11
21232,"PROCESO DE INVESTIGACION, EL","SABINO, CARLOS","001 S","",13
21233,"PROCESO DE INVESTIGACION, EL","SABINO, CARLOS","001 S","",14
21234,"SEMANTICA","ULLMANN, STEPHEN","149 U","",13
21235,"SEMANTICA","ULLMANN, STEPHEN","149 U","",8
21236,"SEMANTICA","ULLMANN, STEPHEN","149 U","",6
21237,"COMO HACER EL AMOR CON PLACER","CRAIN, SUSAN","612 C","",20
21238,"COMO ESCRIBIR Y PUBLICAR","DIAZ, FERNANDO","070 D","",5
21239,"PUBLICIDAD, LA","FERRER, EULALIO","659 F","",6
21240,"PUBLICIDAD, LA","FERRER, EULALIO","659 F","",9
21241,"PUBLICIDAD, LA","FERRER, EULALIO","659 F","",3
21242,"PUBLICIDAD, LA","FERRER, EULALIO","659 F","",6
21243,"PUBLICIDAD, LA","FERRER, EULALIO","659 F","",7
21244,"TEORIAS DE LA COMUNICACION DE MASAS","DE FLEUR, MELVIN","070 D","",8
21245,"TEORIAS DE LA COMUNICACION DE MASAS","DE FLEUR, MELVIN","070 D","",8
21246,"TEORIAS DE LA COMUNICACION DE MASAS","DE FLEUR, MELVIN","070 D","",6
21247,"HISTORIA GRAFICA DE LA FOTOGRAFIA","GERNSHEIM, HELMUT","770 G","",19
21248,"HISTORIA GRAFICA DE LA FOTOGRAFIA","GERNSHEIM, HELMUT","770 G","",13
21249,"MANUAL DE TECNICAS DE PUBLICIDAD","HARRISON, TONY","659 H","",9
21250,"MANUAL DE TECNICAS DE PUBLICIDAD","HARRISON, TONY","659 H","",6
21251,"MANUAL DE TECNICAS DE PUBLICIDAD","HARRISON, TONY","659 H","",8
21252,"DE CIPRIANO CASTRO A ROMULO BETANCOURT","PIZANI, ANTONIO","987 P","",14
21253,"DE CIPRIANO CASTRO A ROMULO BETANCOURT","PIZANI, ANTONIO","987 P","",16
21254,"DE CIPRIANO CASTRO A ROMULO BETANCOURT","PIZANI, ANTONIO","987 P","",10
21255,"HISTORIA DE LA FOTOGRAFIA","NEWHALL, BEAUMONT","770 N","",14
21256,"HISTORIA DE LA FOTOGRAFIA","NEWHALL, BEAUMONT","770 N","",1
21257,"HISTORIA DE LA FOTOGRAFIA","NEWHALL, BEAUMONT","770 N","",10
21258,"GUIA COMPLETA DE FOTOGRAFIA","HEDGECOE, JOHN","771 H","",20
21259,"NUEVO MANUAL DE FOTOGRAFIA","HEDGECOE, JOHN","770 H","",20
21260,"EQUIPO BASICO Y SU MANEJO, EL","BARRY, LES","778 B","",6
21261,"EQUIPO BASICO Y SU MANEJO, EL","BARRY, LES","778 B","",2
21262,"DIBUJOS ANIMADOS, LOS","PERISIC, ZORAN","778 P","",1
21263,"DIBUJOS ANIMADOS, LOS","PERISIC, ZORAN","778 P","",1
21264,"FOTOGRAFIA EN 35 mm, LA","FOTOGRAFIA","770 F","",9
21265,"FOTOGRAFIA DE ANIMALES","STAGG, MILDRED","778 S","",0
21266,"FOTOGRAFIA COMO DOCUMENTO SOCIAL","FREUND, GISELE","778 F","",6
21267,"PUNTO G, EL","KAHN, ALICE","612 K","",12
21268,"MUSCULO DEL AMOR, EL","BRITTON, BRYCE","612 B","",14
21269,"CREATIVIDAD SEXUAL","WELLS, CAROL","613 W","",15
21270,"THE JOY OF SEX","COMFORT, ALEX","612 C","",18
21271,"MANUAL DE FOTOGRAFIA","CAPACCHIONE, TANI","770 C","",15
21272,"MANUAL DE FOTOGRAFIA","CAPACCHIONE, TANI","770 C","",18
21273,"TECNICA FOTOGRAFICA","DESILETS,ANTOINE","778 D","",1
21274,"TECNICA FOTOGRAFICA","DESILETS,ANTOINE","778 D","",19
21275,"OBJETIVOS INTERCAMBIABLES","HAWKEN,WILLIAM","771 H","",1
21276,"OBJETIVOS INTERCAMBIABLES","HAWKEN,WILLIAM","771 H","",1
21277,"ASI SE MEJORA EL COLOR","LANGFORD,MICHAEL","778 L","",7
21278,"CUARTO OSCURO, EL","GAUNT,LEONARD","770 G","",3
21279,"FOTO/CINE EN COLOR","LAMOURET,J.","778C","",10
21280,"COPIAS EN COLOR","COOTE,JACK","778C","",2
21281,"COPIAS EN COLOR","COOTE,JACK","778C","",2
21282,"AMPLIACION, LA","SPITZING,GUNTER","771S","",3
21283,"AMPLIACION, LA","SPITZING,GUNTER","771S","",2
21284,"FOTOGRAFIA EN LA MONTAÑA, LA","MILNER,DOUGLAS","778M","",3
21285,"LA FOTOGRAFIA EN LA MONTAÑA","MILNER,DOUGLAS","778M","",0
21286,"POESIA ESPAÑOLA DEL SIGLO DE ORO","HERRANZ,FRANCISCO","808H","",7
21287,"REFLEX, LA","GAUNT,LEONARD","770G","",1
21288,"REFLEX, LA","GAUNT,LEONARD","770G","",3
21289,"FLORES EN EL ATICO","ANDREWS,VIRGINIA","813A","",20
21290,"DAWN","ANDREWS, VIRGINIA","813 A","",11
21291,"ANGEL NEGRO","ANDREWS, VIRGINIA","813 A","",7
21292,"CORAZONES CAIDOS","ANDREWS, VIRGINIA","813 A","",10
21293,"PETALOS AL VIENTO","ANDREWS, VIRGINIA","813 A","",19
21294,"SUEÑOS DE HEAVEN LEIGH, LOS","ANDREWS, VIRGINIA","813 A","",13
21295,"TELARAÑA DE SUEÑOS","ANDREWS, VIRGINIA","813 A","",11
21296,"SUSURROS DE MEDIANOCHE","ANDREWS, VIRGINIA","813 A","",13
21297,"SONORIZACION DE PELICULAS","NERONSKI, L.","778 N","",0
21298,"SONORIZACION DE PELICULAS","NERONSKI, L.","778 N","",0
21299,"SONORIZACION DE PELICULAS","NERONSKI, L.","778 N","",2
21300,"DEL AMOR Y OTROS DEMONIOS","GARCIA, GABRIEL","800 G","",16
21301,"DEL AMOR Y OTROS DEMONIOS","GARCIA, GABRIEL","800 G","",8
21302,"MITAD OSCURA, LA","KING, STEPHEN","813 K","",6
21303,"INFILTRADO, EL","LE CARRE, JOHN","823 L","",3
21304,"UNA FORTUNA PELIGROSA","FOLLETT, KEN","823 F","",1
21305,"AMANTES","GOULD, JUDITH","813 G","",8
21306,"REPERTORIO POETICO","RAMIREZ, LUIS","808 R","",6
21307,"CUATRO ESTACIONES, LAS","KING, STEPHEN","813 K","",10
21308,"VISITANTES, LOS","BENITEZ, J.J.","863 B","",2
21309,"CUATRO DESPUES DE MEDIANOCHE, LAS","KING, STEPHEN","813 K","",9
21310,"CURSO PRACTICO DE CONTABILIDAD","REDONDO, A.","657 R","CENTRO CONTABLE VENEZOLANO",6
21311,"CEMENTERIO DE ANIMALES","KING, STEPHEN","813 K","",10
21312,"MISTERIO DE SALEM'S LOT, EL","KING, STEPHEN","813 K","",6
21313,"MISERY","KING, STEPHEN","813 K","",12
21314,"PESADILLAS Y ALUCINACIONES","KING, STEPHEN","813 K","",15
21315,"CABALLO DE TROYA # I","BENITEZ, J.J.","863 B","",11
21316,"CABALLO DE TROYA # II","BENITEZ, J.J.","863 B","",20
21317,"CABALLO DE TROYA III","BENITEZ, J.J.","863 B","",10
21318,"CABALLO DE TROYA # IV","BENITEZ, J.J.","863 B","",10
21319,"HORROR 1","KING, STEPHEN","813 K","",17
21320,"HORROR 2","KING, STEPHEN","813 K","",16
21321,"HORROR 3","KING, STEPHEN","813 K","",10
21322,"HORROR 4","KING, STEPHEN","813 K","",10
21323,"HORROR 5","KING, STEPHEN","813 K","",10
21324,"HORROR 6","KING, STEPHEN","813 K","",12
21325,"HORROR 7","KING, STEPHEN","813 K","",11
21326,"ENTREVISTA CON EL VAMPIRO","RICE, ANNE","813 R","",13
21327,"LESTAT, EL VAMPIRO","RICE, ANNE","813 R","",7
21328,"MOMIA, LA","RICE, ANNE","813 R","",2
21329,"POESIA Y PROSA DE GUERRA","HERNANDEZ, MIGUEL","808 H","",2
21330,"CIELO ES EL LIMITE, EL","DYER, WAYNE","158 D","",11
21331,"CIELO ES EL LIMITE, EL","DYER, WAYNE","158 D","",13
21332,"COMO HACER EL AMOR CON AMOR","O'CONNOR, DAGMAR","613 O","",18
21333,"INVITADA DE HONOR","WALLACE, IRVING","813 W","",9
21334,"CORAZON SALVAJE 1","BRAVO, CARIDAD","813 B","",15
21335,"CORAZON SALVAJE 2","BRAVO, CARIDAD","813 B","",12
21336,"CORAZON SALVAJE 3","BRAVO, CARIDAD","813 B","",11
21337,"OJOS DEL DRAGON, LOS","KING, STEPHEN","713 K","",11
21338,"DANZA DE LA MUERTE, LA","KING, STEPHEN","813 K","",9
21339,"RODEADOS","KOONTZ, DEAN","813 K","",6
21340,"LO QUE EL VIENTO SE LLEVO","MITCHELL, MARGARET","791 M","",15
21341,"VENGANZA DE LA ROSA, LA","MOORCOCK, MICHAEL","823 M","",3
21342,"NOMBRE DE LA ROSA, EL","ECO, UMBERTO","853 E","",3
21343,"NOMBRE DE LA ROSA, EL","ECO, UMBERTO","853 E","",13
21344,"NOMBRE DE LA ROSA, EL","ECO, UMBERTO","853 E","",9
21345,"NOMBRE DE LA ROSA, EL","ECO, UMBERTO","853 E","",7
21346,"POESIA 1 2 3","ELOY, ANDRES","808 E","",9
21347,"POESIA 2","ELOY, ANDRES","808 E","",5
21348,"POESIA 3","ELOY, ANDRES","808 E","",7
21349,"DOS DESPUES DE MEDIANOCHE, LAS","KING, STEPHEN","813 K","",6
21350,"8/SUPER 8/16","LAFRANCE, ANDRE","778 L","",1
21351,"8/SUPER 8/16","LAFRANCE, ANDRE","778 L","",1
21352,"8/SUPER 8/16","LAFRANCE, ANDRE","778 L","",2
21353,"8/SUPER 8/16","LAFRANCE, ANDRE","778 L","",0
21354,"8/SUPER 8/16","LAFRANCE, ANDRE","778 L","",0
21355,"TODO LO QUE HAY QUE SABER SOBRE LA FOTOGRAFIA EN COLOR","REINHARD, SCHATTER","778 R","",12
21356,"CINEMATOGRAFIA  AMATEUR","PELZOLD, PAUL","778 P","",0
21357,"CINEMATOGRAFIA  AMATEUR","PELZOLD, PAUL","778 P","",2
21358,"VIEJO Y EL MAR, EL","HEMINGWAY, ERNEST","813 H","",6
21359,"VIEJO Y EL MAR, EL","HEMINGWAY, ERNEST","813 H","",6
21360,"PERIODISMO ESCRITO, EL","MORENO, AMPARO","070 M","",6
21361,"PUBLICIDAD EN VENEZUELA, LA","MARTINEZ, JOSE","070 M","",5
21362,"PUBLICIDAD EN VENEZUELA, LA","MARTINEZ, JOSE","070 M","",8
21363,"PUBLICIDAD EN VENEZUELA, LA","MARTINEZ, JOSE","070 M","",3
21364,"HISTORIA DE LA RADIO Y LA TV EN MEXICO","MEJIA, JORGE","070 M","",5
21365,"REINGENIERIA","MORRIS, DANIEL","658 M","",15
21366,"REINGENIERIA","HAMMER, MICHAEL","658 H","",20
21367,"PRAXIS DEL CINE","BURCH, NOEL","791 B","",4
21368,"APRENDE A POSITIVAR EN BLANCO Y NEGRO","HAWKEN, WILLIAM","770 H","",1
21369,"CINE EN SUPER 8, EL","MATZKIN, MYRON","778 M","",1
21370,"GUIA DEL CIBACHROME","COOTE, JACK","770 C","",3
21371,"MANUAL DE CINE, AUDIOVISUALES Y VIDEO-REGISTROS","RAIMONDO, MARIO","778 R","",3
21372,"MANUAL DE CINE, AUDIOVISUALES Y VIDEO-REGISTROS","RAIMONDO, MARIO","778 R","",1
21373,"NUEVOS TEMAS LABORALES","VILLASMIL, FERNANDO","348 V","",16
21374,"INDUSTRIA CULTURAL Y SOCIEDAD DE MASAS","BELL, DANIEL","302 B","",4
21375,"INDUSTRIA CULTURAL Y SOCIEDAD DE MASAS","BELL, DANIEL","302 B","",3
21376,"INDUSTRIA CULTURAL Y SOCIEDAD DE MASAS","BELL, DANIEL","302 B","",1
21377,"INDUSTRIA CULTURAL Y SOCIEDAD DE MASAS","BELL, DANIEL","302 B","",6
21378,"DERECHO AGRARIO","CASANOVA, RAMON","343 C","",3
21379,"DERECHO AGRARIO","CASANOVA, RAMON","343 C","",2
21380,"DERECHO AGRARIO","CASANOVA, RAMON","343 C","",0
21381,"TEORIA Y PRACTICA DE LA PROPAGANDA CONTEMPORANEA","HIDALGO, CESAR","070 H","",11
21382,"PERIODISMO TELEVISIVO","FERNANDEZ, EDGAR","070 F","",5
21383,"PERIODISMO TELEVISIVO","FERNANDEZ, EDGAR","070 F","",9
21384,"PUBLICIDAD","HART, NORMAN","659 H","",12
21385,"OPINION PUBLICA, LA","RIVADENEIRA, RAUL","301 R","",6
21386,"PERIODISMO CIENTIFICO","CALVO, MANUEL","070 C","",5
21387,"LENGUAJE DEL CINE, EL","PERKINS, V.","070 P","",9
21388,"PUBLICIDAD COMERCIAL","COHEN, DOROTHY","070 C","",12
21389,"COMUNICACION CERCENADA","PASQUALI, ANTONIO","070 P","",9
21390,"COMUNICACION CERCENADA","PASQUALI, ANTONIO","070 P","",9
21391,"IDEOLOGIA COMO MENSAJE Y MASAJE, LA","AGUIRRE, JESUS","070 A","",5
21392,"IDEOLOGIA COMO MENSAJE Y MASAJE, LA","AGUIRRE, JESUS","070 A","",5
21393,"IDEOLOGIA COMO MENSAJE Y MASAJE, LA","AGUIRRE, JESUS","070 A","",8
21394,"IDEOLOGIA COMO MENSAJE Y MASAJE, LA","AGUIRRE, JESUS","070 A","",4
21395,"DICCIONARIO DE COMPUTACION","FREEDMAN, ALAN","001 F","",18
21396,"DICCIONARIO DE COMUNICACION AUDIOVISUAL","AGUADERO, FRANCISCO","103 A","",1
21397,"DICCIONARIO DE ECONOMIA Y FINANZAS","SABINO, CARLOS","330 S","",18
21398,"DICCIONARIO DE ECONOMIA Y FINANZAS","SABINO, CARLOS","330 S","",23
21399,"DICCIONARIO DE ECONOMIA","CONGDON, TIM","330 C","",7
21400,"DICCIONARIO DE ECONOMIA Y ADMINISTRACION","SUAREZ, ANDRES","330 S","",17
21401,"DICCIONARIO DE ECONOMIA Y ADMINISTRACION","SUAREZ, ANDRES","330 S","",16
21402,"ROSA LUCIFERINA","MONASTERIOS, RUBEN","808 M","",0
21403,"MICROECONOMIA","MADDALA, G.S.","338 M","",22
21404,"MICROECONOMIA","MADDALA, G.S.","338 M","",22
21405,"MICROECONOMIA","MADDALA, G.S.","338 M","",18
21406,"LEY ORGANICA DE PROCEDIMIENTOS ADMINISTRATIVOS","BREWER-CARIAS, ALLAN","340 B","",4
21407,"CONTABILIDAD I","GOMEZ, FRANCISCO","657 G","",17
21408,"CONTABILIDAD I","GOMEZ, FRANCISCO","657 G","",26
21409,"CONTABILIDAD I","GOMEZ, FRANCISCO","657 G","",19
21410,"CONTABILIDAD II","GOMEZ, FRANCISCO","657 G","",17
21411,"CONTABILIDAD II","GOMEZ, FRANCISCO","657 G","",21
21412,"CONTABILIDAD II","GOMEZ, FRANCISCO","657 G","",10
21413,"CONTABILIDAD II","GOMEZ, FRANCISCO","657 G","",15
21414,"LEY DE IMPUESTO SOBRE LA RENTA","GARAY, JUAN","340 G","",11
21415,"CODIGO ORGANICO TRIBUTARIO","BOEDO, MANUEL","340 B","",13
21416,"LEY ORGANICA DEL TRABAJO","GARAY, JUAN","348 G","",10
21417,"CON LA LENGUA","MARQUEZ, ALEXIS","400 M","",4
21418,"CINE Y COMUNICACION SOCIAL","TUDOR, ANDREW","070 T","",7
21419,"REINGENIERIA DE PROCESOS DE NEGOCIOS","JOHANSSON, HENRY","658 J","",10
21420,"REINGENIERIA DE PROCESOS DE NEGOCIOS","JOHANSSON, HENRY","658 J","",7
21421,"KISS KISS BANG BANG","KAEL, PAULINE","791 K","",2
21422,"GUIA PRACTICA DEL MS-DOS","LOZANO, JOSE","519 L","",14
21423,"ASI ES LA TELEVISION","MELON, ENRIQUE","070 M","",9
21424,"COMPRENDER LA COMUNICACION","PASQUALI, ANTONIO","070 P","",13
21425,"COMUNICACION DE MASAS","WRIGHT, CHARLES","070 W","",6
21426,"COMUNICACION Y CULTURA DE MASAS","PASQUALI, ANTONIO","070 P","",9
21427,"COMUNICACION Y CULTURA DE MASAS","PASQUALI, ANTONIO","070 P","",12
21428,"EDAD DE LA INOCENCIA, LA","WHARTON, EDITH","791 W","",11
21429,"TRATADO DE FISIOLOGIA HUMANA","GUYTON, ARTHUR","616 G","",10
21430,"TRATADO DE FISIOLOGIA HUMANA","GUYTON, ARTHUR","616 G","",9
21431,"TRATADO DE FISIOLOGIA HUMANA","GUYTON, ARTHUR","616 G","",12
21432,"PSICOLOGIA","MORRIS, CHARLES","150 M","",7
21433,"PSICOLOGIA","MORRIS, CHARLES","150 M","",13
21434,"ZOOLOGIA DE LOS INVERTEBRADOS","BARNES, ROBERT","592 B","",12
21435,"ECONOMIA INTERNACIONAL","KRUGMAN, PAUL","332 K","",3
21436,"ECONOMIA TEORIA Y POLITICA","MOCHON, FRANCISCO","330 M","",5
21437,"ECONOMIA TEORIA Y POLITICA","MOCHON, FRANCISCO","330 M","",20
21438,"ECONOMIA TEORIA Y POLITICA","MOCHON, FRANCISCO","330 M","",19
21439,"ECONOMIA TEORIA Y POLITICA","MOCHON, FRANCISCO","330 M","",5
21440,"ECONOMIA TEORIA Y POLITICA","MOCHON, FRANCISCO","330 M","",24
21441,"ECONOMIA TEORIA Y POLITICA","MOCHON, FRANCISCO","330 M","",16
21442,"CLAVES DEL CINE, LAS","PORTER, MIQUEL","070 P","",9
21443,"ANDINOS EN EL PODER, LOS","RANGEL, DOMINGO","987 R","",5
21444,"ANDINOS EN EL PODER, LOS","RANGEL, DOMINGO","987 R","",12
21445,"ANDINOS EN EL PODER, LOS","RANGEL, DOMINGO","987 R","",7
21446,"ANDINOS EN EL PODER, LOS","RANGEL, DOMINGO","987 R","",6
21447,"ANDINOS EN EL PODER, LOS","RANGEL, DOMINGO","987 R","",7
21448,"CINE REDENTOR DE LA REALIDAD, EL","D'YVOYRE, JEAN","070 D","",2
21449,"CINE REDENTOR DE LA REALIDAD, EL","D'YVOYRE, JEAN","070 D","",1
21450,"HORA DE LAS BRUJAS, LA  VOL.I","RICE, ANNE","813 R","",10
21451,"HORA DE LAS BRUJAS, LA VOL. II","RICE, ANNE","813 R","",10
21452,"DERECHO PROCESAL CIVIL TOMO I","CUENCA, HUMBERTO","345 C","",6
21453,"DERECHO PROCESAL CIVIL TOMO I","CUENCA, HUMBERTO","345 C","",18
21454,"DERECHO PROCESAL CIVIL TOMO I","CUENCA, HUMBERTO","345 C","",12
21455,"DERECHO PROCESAL CIVIL TOMO I","CUENCA, HUMBERTO","345 C","",15
21456,"DERECHO PROCESAL CIVIL TOMO I","CUENCA, HUMBERTO","345 C","",9
21457,"DERECHO PROCESAL CIVIL TOMO II","CUENCA, HUMBERTO","345 C","",13
21458,"DERECHO PROCESAL CIVIL TOMO II","CUENCA, HUMBERTO","345 C","",13
21459,"DERECHO PROCESAL CIVIL TOMO II","CUENCA, HUMBERTO","345 C","",12
21460,"DERECHO PROCESAL CIVIL TOMO II","CUENCA, HUMBERTO","345 C","",7
21461,"DERECHO PROCESAL CIVIL TOMO II","CUENCA, HUMBERTO","345 C","",14
21462,"BIENES Y DERECHOS REALES","EGAÑA, MANUEL","330 E","",10
21463,"BIENES Y DERECHOS REALES","EGAÑA, MANUEL","330 E","",15
21464,"BIENES Y DERECHOS REALES","EGAÑA, MANUEL","330 E","",14
21465,"BIENES Y DERECHOS REALES","EGAÑA, MANUEL","330 E","",5
21466,"LEGISLACION LABORAL","MANRIQUE, MANUEL","348 M","",2
21467,"LEGISLACION LABORAL","MANRIQUE, MANUEL","348 M","",3
21468,"LEGISLACION LABORAL","MANRIQUE, MANUEL","348 M","",2
21469,"LEGISLACION LABORAL","MANRIQUE, MANUEL","348 M","",5
21470,"LEGISLACION LABORAL","MANRIQUE, MANUEL","348 M","",6
21471,"CATEDRA DE ENJUICIAMIENTO CRIMINAL","ANGULO, FELIX","343 A","",3
21472,"CATEDRA DE ENJUICIAMIENTO CRIMINAL","ANGULO, FELIX","343 A","",4
21473,"CATEDRA DE ENJUICIAMIENTO CRIMINAL","ANGULO, FELIX","343 A","",2
21474,"CATEDRA DE ENJUICIAMIENTO CRIMINAL","ANGULO, FELIX","343 A","",5
21475,"CATEDRA DE ENJUICIAMIENTO CRIMINAL","ANGULO, FELIX","343 A","",4
21476,"CONTRATOS Y GARANTIAS","AGUILAR, JOSE","346 A","",7
21477,"CONTRATOS Y GARANTIAS","AGUILAR, JOSE","346 A","",4
21478,"CONTRATOS Y GARANTIAS","AGUILAR, JOSE","346 A","",7
21479,"CONTRATOS Y GARANTIAS","AGUILAR, JOSE","346 A","",8
21480,"CONTRATOS Y GARANTIAS","AGUILAR, JOSE","346 A","",6
21481,"COSAS, BIENES Y DERECHOS REALES","AGUILAR, JOSE","346 A","",9
21482,"COSAS, BIENES Y DERECHOS REALES","AGUILAR, JOSE","346 A","",9
21483,"COSAS, BIENES Y DERECHOS REALES","AGUILAR, JOSE","346 A","",10
21484,"COSAS, BIENES Y DERECHOS REALES","AGUILAR, JOSE","346 A","",12
21485,"COSAS, BIENES Y DERECHOS REALES","AGUILAR, JOSE","346 A","",9
21486,"CURSO PRACTICO DE LEGISLACION LABORAL","BRITO, JOSE","348 B","",8
21487,"CURSO PRACTICO DE LEGISLACION LABORAL","BRITO, JOSE","348 B","",9
21488,"CURSO PRACTICO DE LEGISLACION LABORAL","BRITO, JOSE","348 B","",0
21489,"CURSO PRACTICO DE LEGISLACION LABORAL","BRITO, JOSE","348 B","",14
21490,"CURSO PRACTICO DE LEGISLACION LABORAL","BRITO, JOSE","348 B","",11
21491,"FUNDAMENTOS DE DERECHO PUBLICO","BRACHO, PEDRO","342 B","",16
21492,"FUNDAMENTOS DE DERECHO PUBLICO","BRACHO, PEDRO","342 B","",11
21493,"FUNDAMENTOS DE DERECHO PUBLICO","BRACHO, PEDRO","342 B","",17
21494,"FUNDAMENTOS DE DERECHO PUBLICO","BRACHO, PEDRO","342 B","",8
21495,"FUNDAMENTOS DE DERECHO PUBLICO","BRACHO, PEDRO","342 B","",9
21496,"LECCIONES DE DERECHO DE FAMILIA","GRISANTI, ISABEL","340 G","",13
21497,"LECCIONES DE DERECHO DE FAMILIA","GRISANTI, ISABEL","340 G","",22
21498,"LECCIONES DE DERECHO DE FAMILIA","GRISANTI, ISABEL","340 G","",12
21499,"LECCIONES DE DERECHO DE FAMILIA","GRISANTI, ISABEL","340 G","",17
21500,"LECCIONES DE DERECHO DE FAMILIA","GRISANTI, ISABEL","340 G","",11
21501,"NUEVA DIDACTICA DEL DERECHO DEL TRABAJO","ALFONZO, RAFAEL","348 A","",14
21502,"DERECHO GENERAL Y MERCANTIL","RAMIREZ, JESUS","347 R","",13
21503,"PRINCIPIOS DE PROCEDIMIENTOS ADMINISTRATIVOS","BREWER, ALLAN","340 B","",8
21504,"PRINCIPIOS DE PROCEDIMIENTOS ADMINISTRATIVOS","BREWER, ALLAN","340 B","",11
21505,"PRINCIPIOS DE PROCEDIMIENTOS ADMINISTRATIVOS","BREWER, ALLAN","340 B","",10
21506,"PRINCIPIOS DE PROCEDIMIENTOS ADMINISTRATIVOS","BREWER, ALLAN","340 B","",5
21507,"FINANZAS PUBLICAS Y LEGISLACION FISCAL VENEZOLANA  TOMO I","GONZALEZ, JOSE","343 G","",10
21508,"FINANZAS PUBLICAS Y LEGISLACION FISCAL VENEZOLANA  TOMO I","GONZALEZ, JOSE","343 G","",14
21509,"FINANZAS PUBLICAS Y LEGISLACION VENEZOLANA  TOMO II","GONZALEZ, JOSE","343 G","",4
21510,"FINANZAS PUBLICAS Y LEGISLACION VENEZOLANA  TOMO II","GONZALEZ, JOSE","343 G","",3
21511,"FINANZAS PUBLICAS Y LEGISLACION VENEZOLANA  TOMO III","GONZALEZ, JOSE","343 G","",3
21512,"FINANZAS PUBLICAS Y LEGISLACION VENEZOLANA  TOMO III","GONZALEZ, JOSE","343 G","",4
21513,"DERECHO ROMANO","IGLESIAS, JUAN","340 I","",13
21514,"DERECHO ROMANO","IGLESIAS, JUAN","340 I","",6
21515,"APUNTES DE OBLIGACIONES","PALACIOS, OSCAR","346 P","",10
21516,"APUNTES DE OBLIGACIONES","PALACIOS, OSCAR","346 P","",13
21517,"APUNTES DE OBLIGACIONES","PALACIOS, OSCAR","346 P","",8
21518,"APUNTES DE OBLIGACIONES","PALACIOS, OSCAR","346 P","",7
21519,"APUNTES DE OBLIGACIONES","PALACIOS, OSCAR","346 P","",11
21520,"CURSO DE OBLIGACIONES","MADURO, ELOY","346 M","",8
21521,"CURSO DE OBLIGACIONES","MADURO, ELOY","346 M","",1
21522,"DICCIONARIO JURIDICO","RAMIREZ, JUAN","103 R","",10
21523,"DICCIONARIO JURIDICO","RAMIREZ, JUAN","103 R","",13
21524,"LEY ORGANICA DE PROCEDIMIENTOS ADMINISTRATIVOS","BREWER, ALLAN","340 B","",9
21525,"REINA DE LOS CONDENADOS, LA","RICE, ANNE","813 R","",5
21526,"HISTORIA DE LOS PAISES DEL ESTE, LA","BOGDAN, HENRY","909 B","",4
21527,"VIEJO","GONZALEZ, ADRIANO","808 G","",8
21528,"VIEJO","GONZALEZ, ADRIANO","808 G","",6
21529,"LEY DE IMPUESTO SOBRE LA RENTA","LEGISLACION ECONOMICA","340 L","",10
21530,"CURACION FATAL","COOK, ROBIN","813 C","",7
21531,"INVENTARIO DEL OLVIDO","BARRIOS, GUILLERMO","778 B","",1
21532,"AMOS DEL VALLE, LOS","HERRERA , FRANCISCO","800 H","",4
21533,"LUNA DE FAUSTO, LA","HERRERA , FRANCISCO","800 H","",5
21534,"HISTORIA FABULADA , LA","HERRERA , FRANCISCO","800 H","",2
21535,"HISTORIA FABULADA , LA","HERRERA , FRANCISCO","800 H","",0
21536,"HISTORIA FABULADA , LA","HERRERA , FRANCISCO","800 H","",1
21537,"BOLIVAR DE CARNE Y HUESO","HERRERA , FRANCISCO","800 H","",8
21538,"PERSONALIDADES PSICOPATICAS , LAS","HERRERA , FRANCISCO","800 H","",10
